property_type,place_with_parent_names,lat-lon,area_m2,price_usd
apartment,|México|Tabasco|City|Neighborhood|,"21.16736,-87.344418",397.8,40058.55
house,|México|Chiapas|City|Neighborhood|,nan,305.1,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"21.471276,-103.870365",383.4,40058.55
apartment,|México|Morelos|City|Neighborhood|,nan,342.2,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"19.150083,-90.630644",366.0,40058.55
house,|México|Querétaro|City|Neighborhood|,"21.755495,-101.567054",335.0,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"25.50594,-100.610199",210.7,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"24.591304,-101.1457",138.1,40058.55
house,|México|Estado de México|City|Neighborhood|,"18.283556,-86.166539",179.6,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"18.201098,-102.051925",57.1,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.01173,-94.489596",233.4,40058.55
apartment,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"25.224989,-87.494707",226.8,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"24.526662,-103.062069",233.8,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"23.748834,-86.582916",390.9,40058.55
house,|México|Tabasco|City|Neighborhood|,"19.927351,-87.050455",369.0,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"21.043807,-88.30856",106.6,40058.55
apartment,|México|Morelos|City|Neighborhood|,"20.643317,-101.70887",179.1,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"18.533981,-93.318899",198.4,40058.55
house,|México|Guerrero|City|Neighborhood|,"21.05028,-90.782171",176.2,40058.55
house,|México|Tabasco|City|Neighborhood|,"16.304965,-86.279441",329.5,40058.55
apartment,|México|Chiapas|City|Neighborhood|,"17.318104,-102.391524",233.4,40058.55
house,|México|Chiapas|City|Neighborhood|,"24.865896,-90.679482",250.2,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"23.516798,-99.223977",348.6,40058.55
house,|México|Estado de México|City|Neighborhood|,"20.228684,-102.487471",332.1,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"21.171504,-97.572461",96.3,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"19.699989,-90.123282",299.9,40058.55
house,|México|Guerrero|City|Neighborhood|,"23.407799,-96.703004",202.4,40058.55
house,|México|Nuevo León|City|Neighborhood|,"23.841872,-95.249538",153.1,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"23.632852,-86.096812",67.5,40058.55
apartment,|México|Guerrero|City|Neighborhood|,"23.226117,-98.017814",220.5,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"18.045043,-93.691985",174.4,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"19.3797,-98.695116",138.0,40058.55
apartment,|México|Estado de México|City|Neighborhood|,"20.698454,-98.144287",293.1,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"19.30793,-92.087185",319.3,40058.55
house,|México|Chiapas|City|Neighborhood|,nan,135.7,40058.55
house,|México|Veracruz de Ignacio de la Llave|City|Neighborhood|,"19.293535,-95.152821",67.3,40058.55
apartment,|México|Yucatán|City|Neighborhood|,"17.382321,-90.632001",347.1,40058.55
house,|México|Tabasco|City|Neighborhood|,nan,53.5,40058.55
house,|México|Querétaro|City|Neighborhood|,"25.799144,-101.776839",378.0,40058.55
house,|México|Guerrero|City|Neighborhood|,"18.258814,-95.957367",269.7,40058.55
house,|México|Yucatán|City|Neighborhood|,"22.121587,-105.599766",162.6,40058.55
house,|México|Distrito Federal|City|Neighborhood|,"20.32973,-100.9429",136.3,40058.55
house,|México|Chiapas|City|Neighborhood|,"16.710246,-95.651974",53.2,40058.55
house,|México|Distrito Federal|City|Neighborhood|,nan,132.4,40058.55
house,|México|Morelos|City|Neighborhood|,"23.021643,-100.709074",98.2,40058.55
house,|México|Chiapas|City|Neighborhood|,"21.1322,-95.719384",264.3,40058.55
house,|México|Nuevo León|City|Neighborhood|,"24.721061,-94.537015",108.3,40058.55
apartment,|México|Tabasco|City|Neighborhood|,"18.88937,-87.484966",235.0,40058.55
house,|México|Querétaro|City|Neighborhood|,"16.862492,-93.093088",256.5,40058.55
apartment,|México|Morelos|City|Neighborhood|,nan,154.3,40058.55
house,|México|Tabasco|City|Neighborhood|,nan,62.3,40058.55
